Timestamp,TM_EVR0:LER:INJ2_EFF:BCM,B2_VXD:Rad:QCS_FW_225:DoseRate,B2_VXD:Rad:Res:BPAtDCU3:A1:DoseRate
2024/05/29 07:02:14.934,N/A,9.136946006846724,N/A
2024/05/29 07:02:14.935,N/A,N/A,1.989907783940697
2024/05/29 07:02:19.368,89.40116300344536,N/A,N/A
2024/05/29 07:02:19.935,N/A,N/A,2.2047846108572067
2024/05/29 07:02:19.946,N/A,8.577375196787965,N/A
2024/05/29 07:02:24.935,N/A,N/A,2.2234254947896037
2024/05/29 07:02:24.955,N/A,8.888374989416993,N/A
2024/05/29 07:02:24.970,91.22032053061668,N/A,N/A
2024/05/29 07:02:29.771,91.93282825404059,N/A,N/A
2024/05/29 07:02:29.935,N/A,N/A,2.270911802818123
2024/05/29 07:02:29.970,N/A,8.612078059517998,N/A
2024/05/29 07:02:34.573,91.91433282189429,N/A,N/A
2024/05/29 07:02:34.935,N/A,N/A,2.3756026045040057
2024/05/29 07:02:34.986,N/A,16.03889529045818,N/A
2024/05/29 07:02:39.373,91.8691111711847,N/A,N/A
2024/05/29 07:02:39.902,N/A,9.50963912839057,N/A
2024/05/29 07:02:39.935,N/A,N/A,2.427435305436358
2024/05/29 07:02:44.921,N/A,9.594755971924789,N/A
2024/05/29 07:02:44.935,N/A,N/A,2.536866430748178
2024/05/29 07:02:44.972,92.71945960038593,N/A,N/A
2024/05/29 07:02:49.772,90.74496341149249,N/A,N/A
2024/05/29 07:02:49.933,N/A,13.056627367145657,N/A
2024/05/29 07:02:49.935,N/A,N/A,2.5228635297374384
2024/05/29 07:02:54.572,91.10818764483342,N/A,N/A
2024/05/29 07:02:54.935,N/A,N/A,2.554473173165349
2024/05/29 07:02:54.948,N/A,9.328202230697908,N/A
2024/05/29 07:02:59.373,89.20361210684699,N/A,N/A
2024/05/29 07:02:59.935,N/A,N/A,2.658007258772012
2024/05/29 07:02:59.968,N/A,9.030002373557519,N/A
2024/05/29 07:03:04.935,N/A,N/A,2.6932781023370085
2024/05/29 07:03:04.971,89.3528001342139,N/A,N/A
2024/05/29 07:03:04.983,N/A,13.324340779498163,N/A
2024/05/29 07:03:09.770,91.87151949468067,N/A,N/A
2024/05/29 07:03:09.935,N/A,N/A,2.7022693630278876
2024/05/29 07:03:09.990,N/A,9.814389744820957,N/A
2024/05/29 07:03:14.569,89.51332162728819,N/A,N/A
2024/05/29 07:03:14.907,N/A,11.084083965040072,N/A
2024/05/29 07:03:14.935,N/A,N/A,2.833131017452474
2024/05/29 07:03:19.370,92.58612026829557,N/A,N/A
2024/05/29 07:03:19.921,N/A,9.958099436823836,N/A
2024/05/29 07:03:19.935,N/A,N/A,2.929973513555269
2024/05/29 07:03:24.934,N/A,11.182766855690371,N/A
2024/05/29 07:03:24.935,N/A,N/A,3.0971237145773394
2024/05/29 07:03:24.971,90.70534654170542,N/A,N/A
2024/05/29 07:03:29.775,89.73968403006603,N/A,N/A
2024/05/29 07:03:29.935,N/A,N/A,3.0592680985443432
2024/05/29 07:03:29.942,N/A,15.581581084374251,N/A
2024/05/29 07:03:34.581,90.9032069282982,N/A,N/A
2024/05/29 07:03:34.935,N/A,N/A,3.1439801252977704
2024/05/29 07:03:34.956,N/A,10.891433323605634,N/A
2024/05/29 07:03:36.983,90.41628469672699,N/A,N/A
2024/05/29 07:03:39.935,N/A,N/A,2.6503057582804623
2024/05/29 07:03:39.970,N/A,12.238665483558313,N/A
2024/05/29 07:03:43.272,86.45877159257286,N/A,N/A
2024/05/29 07:03:44.935,N/A,N/A,2.712241167735917
2024/05/29 07:03:44.981,N/A,7.355380846905186,N/A
2024/05/29 07:03:49.281,89.20403469879363,N/A,N/A
2024/05/29 07:03:49.935,N/A,N/A,2.733713943167985
2024/05/29 07:03:49.994,N/A,6.919392805313192,N/A
2024/05/29 07:03:53.289,91.68268270729082,N/A,N/A
2024/05/29 07:03:54.904,N/A,11.980326188700703,N/A
2024/05/29 07:03:54.935,N/A,N/A,2.8386144528225588
2024/05/29 07:03:59.295,91.33025968911308,N/A,N/A
2024/05/29 07:03:59.925,N/A,11.355303123853188,N/A
2024/05/29 07:03:59.935,N/A,N/A,2.783273024261621
2024/05/29 07:04:03.301,92.31345966341622,N/A,N/A
2024/05/29 07:04:04.935,N/A,N/A,2.7825893696856525
2024/05/29 07:04:04.939,N/A,10.811829291673543,N/A
2024/05/29 07:04:09.308,93.44245745325306,N/A,N/A
2024/05/29 07:04:09.935,N/A,N/A,2.8185344902432523
2024/05/29 07:04:09.957,N/A,12.12619212445811,N/A
2024/05/29 07:04:13.312,94.27759850839995,N/A,N/A
2024/05/29 07:04:14.935,N/A,N/A,2.8711334942343987
2024/05/29 07:04:14.965,N/A,11.542766766086741,N/A
2024/05/29 07:04:19.315,93.2309536636234,N/A,N/A
2024/05/29 07:04:19.935,N/A,N/A,2.9284209709959472
2024/05/29 07:04:19.980,N/A,11.217060084537165,N/A
2024/05/29 07:04:23.316,92.76971974152374,N/A,N/A
2024/05/29 07:04:24.900,N/A,7.641115300998113,N/A
2024/05/29 07:04:24.935,N/A,N/A,2.925131573586449
2024/05/29 07:04:29.316,95.79636181398553,N/A,N/A
2024/05/29 07:04:29.923,N/A,11.503416687185968,N/A
2024/05/29 07:04:29.935,N/A,N/A,2.9366155571861015
2024/05/29 07:04:33.314,93.64994966794143,N/A,N/A
2024/05/29 07:04:34.935,N/A,N/A,2.874747384500375
2024/05/29 07:04:34.951,N/A,10.476273548707754,N/A
2024/05/29 07:04:39.310,93.60573932886925,N/A,N/A
2024/05/29 07:04:39.935,N/A,N/A,2.949645651962154
2024/05/29 07:04:39.958,N/A,10.602441620643818,N/A
2024/05/29 07:04:43.308,95.25994140833521,N/A,N/A
2024/05/29 07:04:44.935,N/A,N/A,2.980207757500031
2024/05/29 07:04:44.978,N/A,11.616649482491503,N/A
2024/05/29 07:04:49.303,94.37906775277891,N/A,N/A
2024/05/29 07:04:49.935,N/A,N/A,2.9285415463152784
2024/05/29 07:04:49.988,N/A,13.412109205869129,N/A
2024/05/29 07:04:53.299,95.91239921557153,N/A,N/A
2024/05/29 07:04:54.908,N/A,11.579827767789357,N/A
2024/05/29 07:04:54.935,N/A,N/A,2.9286960075090196
2024/05/29 07:04:59.294,94.84827351583291,N/A,N/A
2024/05/29 07:04:59.920,N/A,10.984216004479965,N/A
2024/05/29 07:04:59.936,N/A,N/A,3.0066026353829836
2024/05/29 07:05:03.293,96.12694925595308,N/A,N/A
2024/05/29 07:05:04.925,N/A,10.802447239020793,N/A
2024/05/29 07:05:04.935,N/A,N/A,2.9154509616587694
2024/05/29 07:05:09.289,95.65533540271906,N/A,N/A
2024/05/29 07:05:09.935,N/A,N/A,2.983931096848085
2024/05/29 07:05:09.936,N/A,12.11566081606496,N/A
2024/05/29 07:05:13.287,93.19819005701154,N/A,N/A
2024/05/29 07:05:14.935,N/A,N/A,2.993022124519716
2024/05/29 07:05:14.942,N/A,11.181203119419886,N/A
2024/05/29 07:05:19.281,96.33017983284195,N/A,N/A
2024/05/29 07:05:19.935,N/A,N/A,2.981791355054775
2024/05/29 07:05:19.952,N/A,12.860087011011473,N/A
2024/05/29 07:05:23.277,97.34726459483086,N/A,N/A
2024/05/29 07:05:24.935,N/A,N/A,3.061977513166362
2024/05/29 07:05:24.964,N/A,11.408020505953534,N/A
2024/05/29 07:05:29.273,97.13699424974335,N/A,N/A
2024/05/29 07:05:29.935,N/A,N/A,2.9385991444404183
2024/05/29 07:05:29.981,N/A,7.631928213054639,N/A
2024/05/29 07:05:33.270,96.03396854648125,N/A,N/A
2024/05/29 07:05:34.935,N/A,N/A,2.988714178250719
2024/05/29 07:05:34.994,N/A,7.85739094805574,N/A
2024/05/29 07:05:39.263,95.64598420858742,N/A,N/A
2024/05/29 07:05:39.910,N/A,11.6221014500346,N/A
2024/05/29 07:05:39.935,N/A,N/A,3.000759407691909
2024/05/29 07:05:43.259,95.63609108977704,N/A,N/A
2024/05/29 07:05:44.924,N/A,11.22176849403946,N/A
2024/05/29 07:05:44.935,N/A,N/A,3.048611253516962
2024/05/29 07:05:49.254,95.60733267886094,N/A,N/A
2024/05/29 07:05:49.932,N/A,10.973520749917439,N/A
2024/05/29 07:05:49.935,N/A,N/A,3.026261618033596
2024/05/29 07:05:53.250,93.87286118919086,N/A,N/A
2024/05/29 07:05:54.935,N/A,N/A,3.009070526484768
2024/05/29 07:05:54.947,N/A,8.19980298920858,N/A
2024/05/29 07:05:59.246,93.69759982930485,N/A,N/A
2024/05/29 07:05:59.935,N/A,N/A,3.034419178907726
2024/05/29 07:05:59.958,N/A,7.703157623806481,N/A
2024/05/29 07:06:03.241,95.39995506222208,N/A,N/A
2024/05/29 07:06:04.935,N/A,N/A,3.0472026533251886
2024/05/29 07:06:04.977,N/A,8.070020233103282,N/A
2024/05/29 07:06:09.237,94.81197284420645,N/A,N/A
2024/05/29 07:06:09.935,N/A,N/A,3.0584987684038403
2024/05/29 07:06:09.987,N/A,8.201930058896098,N/A
2024/05/29 07:06:14.903,N/A,7.988330286775669,N/A
2024/05/29 07:06:14.935,N/A,N/A,2.7994688775159524
2024/05/29 07:06:19.831,94.47252491993336,N/A,N/A
2024/05/29 07:06:19.913,N/A,12.737239979235557,N/A
2024/05/29 07:06:19.935,N/A,N/A,3.0614359481841498
2024/05/29 07:06:23.830,94.92543339992558,N/A,N/A
2024/05/29 07:06:24.931,N/A,8.031971527939303,N/A
2024/05/29 07:06:24.935,N/A,N/A,3.133084843581441
2024/05/29 07:06:29.828,94.54535647710188,N/A,N/A
2024/05/29 07:06:29.935,N/A,N/A,3.0248119168832512
2024/05/29 07:06:29.942,N/A,8.127877391974025,N/A
2024/05/29 07:06:33.827,94.87049718837328,N/A,N/A
2024/05/29 07:06:34.935,N/A,N/A,3.1276576670729614
2024/05/29 07:06:34.954,N/A,8.199251421173969,N/A
2024/05/29 07:06:37.824,98.89904978866298,N/A,N/A
2024/05/29 07:06:39.935,N/A,N/A,2.8664330932048854
2024/05/29 07:06:39.970,N/A,8.102730605952067,N/A
2024/05/29 07:06:44.935,N/A,N/A,2.847190101318383
2024/05/29 07:06:44.987,N/A,8.14923661569927,N/A
2024/05/29 07:06:48.420,94.91533691473283,N/A,N/A
2024/05/29 07:06:49.935,N/A,N/A,3.001187228182963
2024/05/29 07:06:49.998,N/A,7.946374493547046,N/A
2024/05/29 07:06:54.413,95.67692902944451,N/A,N/A
2024/05/29 07:06:54.911,N/A,7.983934221098081,N/A
2024/05/29 07:06:54.935,N/A,N/A,3.1170391481592037
2024/05/29 07:06:58.410,93.34304342885126,N/A,N/A
2024/05/29 07:06:59.923,N/A,8.154398581086134,N/A
2024/05/29 07:06:59.935,N/A,N/A,3.126031959001363
2024/05/29 07:07:04.404,95.37839247289861,N/A,N/A
2024/05/29 07:07:04.935,N/A,8.080501764274759,3.1220039716553942
2024/05/29 07:07:06.402,93.97630920323601,N/A,N/A
2024/05/29 07:07:09.935,N/A,N/A,2.816354865726233
2024/05/29 07:07:09.948,N/A,7.80521501293556,N/A
2024/05/29 07:07:14.935,N/A,N/A,3.0578211796573855
2024/05/29 07:07:14.958,N/A,8.339435148153798,N/A
2024/05/29 07:07:14.995,90.55833454598938,N/A,N/A
2024/05/29 07:07:18.993,92.46356551337462,N/A,N/A
2024/05/29 07:07:19.935,N/A,N/A,3.0361646044855735
2024/05/29 07:07:19.969,N/A,8.050995036773056,N/A
2024/05/29 07:07:24.935,N/A,N/A,3.1119306379803016
2024/05/29 07:07:24.982,N/A,8.431777015704165,N/A
2024/05/29 07:07:24.991,95.73123064775301,N/A,N/A
2024/05/29 07:07:28.989,89.67165629945106,N/A,N/A
2024/05/29 07:07:29.935,N/A,N/A,3.1759072104959403
2024/05/29 07:07:29.996,N/A,13.525110182327206,N/A
2024/05/29 07:07:34.909,N/A,7.9451679100193555,N/A
2024/05/29 07:07:34.935,N/A,N/A,3.268012225084369
2024/05/29 07:07:34.991,84.93830857306605,N/A,N/A
2024/05/29 07:07:38.992,85.51310224936852,N/A,N/A
2024/05/29 07:07:39.924,N/A,8.02976479272042,N/A
2024/05/29 07:07:39.935,N/A,N/A,3.111004091175231
2024/05/29 07:07:42.993,89.77163798380876,N/A,N/A
2024/05/29 07:07:44.929,N/A,8.177028328757917,N/A
2024/05/29 07:07:44.935,N/A,N/A,2.8698004114140936
2024/05/29 07:07:49.935,N/A,7.944672472826866,2.8347923204380296
2024/05/29 07:07:53.594,95.38068260162437,N/A,N/A
2024/05/29 07:07:54.935,N/A,N/A,3.1250913302610397
2024/05/29 07:07:54.946,N/A,8.257697484919984,N/A
2024/05/29 07:07:59.593,95.49995262537894,N/A,N/A
2024/05/29 07:07:59.935,N/A,N/A,3.1306273123725354
2024/05/29 07:07:59.952,N/A,8.275467670498033,N/A
2024/05/29 07:08:03.593,96.11926210080847,N/A,N/A
2024/05/29 07:08:04.935,N/A,N/A,3.0876272159190425
2024/05/29 07:08:04.962,N/A,8.317998389852043,N/A
2024/05/29 07:08:09.592,95.2087223536591,N/A,N/A
2024/05/29 07:08:09.935,N/A,N/A,3.111587651655647
2024/05/29 07:08:09.969,N/A,7.881149681888136,N/A
2024/05/29 07:08:14.935,N/A,N/A,2.8448891003624217
2024/05/29 07:08:14.983,N/A,7.92348061343247,N/A
2024/05/29 07:08:18.386,92.31144937139834,N/A,N/A
2024/05/29 07:08:19.935,N/A,N/A,3.191298048726069
2024/05/29 07:08:19.992,N/A,13.576021629244064,N/A
2024/05/29 07:08:24.382,77.31615452411422,N/A,N/A
2024/05/29 07:08:24.903,N/A,8.00114135581665,N/A
2024/05/29 07:08:24.935,N/A,N/A,3.152954861887031
2024/05/29 07:08:28.380,75.24997752980745,N/A,N/A
2024/05/29 07:08:29.922,N/A,7.815780491170161,N/A
2024/05/29 07:08:29.935,N/A,N/A,3.182982167555924
2024/05/29 07:08:34.375,73.27925772521365,N/A,N/A
2024/05/29 07:08:34.930,N/A,7.973400832767415,N/A
2024/05/29 07:08:34.935,N/A,N/A,3.216788907417805
2024/05/29 07:08:38.373,83.74625612092143,N/A,N/A
2024/05/29 07:08:39.935,N/A,7.915753147151247,3.1451124520425577
2024/05/29 07:08:44.370,95.29600661435879,N/A,N/A
2024/05/29 07:08:44.935,N/A,N/A,3.1122927798893443
2024/05/29 07:08:44.943,N/A,8.253733626334318,N/A
2024/05/29 07:08:48.370,93.54967377587022,N/A,N/A
2024/05/29 07:08:49.935,N/A,N/A,3.1101323799121534
2024/05/29 07:08:49.952,N/A,8.135556827396211,N/A
2024/05/29 07:08:52.369,95.1393097589013,N/A,N/A
2024/05/29 07:08:54.935,N/A,N/A,2.8274867522144227
2024/05/29 07:08:54.959,N/A,8.122159514230216,N/A
2024/05/29 07:08:59.935,N/A,N/A,2.885763918400184
2024/05/29 07:08:59.963,N/A,8.309633720976597,N/A
2024/05/29 07:09:03.161,95.11128729520763,N/A,N/A
2024/05/29 07:09:04.935,N/A,N/A,3.11656153560181
2024/05/29 07:09:04.973,N/A,12.615866288860698,N/A
2024/05/29 07:09:09.155,96.46579267433482,N/A,N/A
2024/05/29 07:09:09.935,N/A,N/A,3.116371169250539
2024/05/29 07:09:09.979,N/A,11.55689142555412,N/A
2024/05/29 07:09:13.150,94.69107737709992,N/A,N/A
2024/05/29 07:09:14.935,N/A,N/A,3.205365637716153
2024/05/29 07:09:14.987,N/A,11.70239965522686,N/A
2024/05/29 07:09:19.145,93.20550307631773,N/A,N/A
2024/05/29 07:09:19.935,N/A,N/A,3.4500950221993816
2024/05/29 07:09:19.997,N/A,11.957124195275844,N/A
2024/05/29 07:09:21.144,92.81083359915235,N/A,N/A
2024/05/29 07:09:24.904,N/A,8.31479440700567,N/A
2024/05/29 07:09:24.935,N/A,N/A,2.9073388749643434
2024/05/29 07:09:29.917,N/A,8.071378361663456,N/A
2024/05/29 07:09:29.936,N/A,N/A,3.2715198108183614
2024/05/29 07:09:29.937,94.33127731343316,N/A,N/A
2024/05/29 07:09:33.935,94.94767824093707,N/A,N/A
2024/05/29 07:09:34.924,N/A,8.325170987669495,N/A
2024/05/29 07:09:34.935,N/A,N/A,3.309186416421516
2024/05/29 07:09:39.930,97.95886308750016,N/A,N/A
2024/05/29 07:09:39.935,N/A,N/A,3.095489344152976
2024/05/29 07:09:39.941,N/A,11.018854079118501,N/A
2024/05/29 07:09:43.930,96.93927504638266,N/A,N/A
2024/05/29 07:09:44.935,N/A,N/A,3.1864127144702517
2024/05/29 07:09:44.947,N/A,12.045129550076627,N/A
2024/05/29 07:09:49.932,92.30733701115312,N/A,N/A
2024/05/29 07:09:49.935,N/A,N/A,3.857366438750165
2024/05/29 07:09:49.955,N/A,13.830249841259395,N/A
2024/05/29 07:09:51.932,93.23076666272033,N/A,N/A
2024/05/29 07:09:54.935,N/A,N/A,2.859892308130213
2024/05/29 07:09:54.966,N/A,8.251213248310883,N/A
2024/05/29 07:09:59.935,N/A,N/A,2.9554429540580576
2024/05/29 07:09:59.983,N/A,15.441968947770958,N/A
2024/05/29 07:10:03.531,93.6890185882918,N/A,N/A
2024/05/29 07:10:04.935,N/A,N/A,3.7238600460973736
2024/05/29 07:10:04.997,N/A,12.851572625878804,N/A
2024/05/29 07:10:09.529,92.09952724381073,N/A,N/A
2024/05/29 07:10:09.905,N/A,8.1767818640108,N/A
2024/05/29 07:10:09.935,N/A,N/A,3.504394641377154
2024/05/29 07:10:13.529,87.90155530799953,N/A,N/A
2024/05/29 07:10:14.924,N/A,43.610046080329944,N/A
2024/05/29 07:10:14.935,N/A,N/A,15.662972856856577
2024/05/29 07:10:15.529,82.88477051129956,N/A,N/A
2024/05/29 07:10:19.935,N/A,N/A,0.07028779473767453
2024/05/29 07:10:19.946,N/A,-0.08361536791293271,N/A
2024/05/29 07:10:24.935,N/A,N/A,0.049916244591100736
2024/05/29 07:10:24.956,N/A,-0.11415677799304534,N/A
2024/05/29 07:10:29.935,N/A,N/A,0.05403203974108614
2024/05/29 07:10:29.964,N/A,-0.08933824143119255,N/A
2024/05/29 07:10:34.935,N/A,N/A,0.0668784134753839
2024/05/29 07:10:34.976,N/A,-0.09195102754660643,N/A
2024/05/29 07:10:39.935,N/A,N/A,0.06264445561288381
2024/05/29 07:10:39.984,N/A,-0.08727645038647282,N/A
2024/05/29 07:10:44.935,N/A,N/A,0.07694686619600592
2024/05/29 07:10:44.992,N/A,-0.0837132976503582,N/A
2024/05/29 07:10:49.899,N/A,-0.0781551669567902,N/A
2024/05/29 07:10:49.935,N/A,N/A,0.058681343171854895
2024/05/29 07:10:54.909,N/A,-0.06564738420128702,N/A
2024/05/29 07:10:54.935,N/A,N/A,0.061154145435751386
2024/05/29 07:10:59.920,N/A,-0.10697290926888765,N/A
2024/05/29 07:10:59.935,N/A,N/A,0.08454686466551356
2024/05/29 07:11:04.935,N/A,N/A,0.05357463929083527
2024/05/29 07:11:04.937,N/A,-0.11494760948167101,N/A
2024/05/29 07:11:09.935,N/A,N/A,0.046927832592060556
2024/05/29 07:11:09.956,N/A,-0.10586905895696513,N/A
2024/05/29 07:11:14.935,N/A,N/A,0.03847344947151335
2024/05/29 07:11:14.978,N/A,-0.09934899640521229,N/A
2024/05/29 07:11:19.935,N/A,N/A,0.04795398972739953
2024/05/29 07:11:19.987,N/A,-0.09856886678378,N/A
2024/05/29 07:11:24.935,N/A,N/A,0.05343857894770484
2024/05/29 07:11:24.993,N/A,-0.10659425860585646,N/A
2024/05/29 07:11:29.907,N/A,-0.13158217272110048,N/A
2024/05/29 07:11:29.935,N/A,N/A,0.03505990252336093
2024/05/29 07:11:34.919,N/A,-0.09496929551904067,N/A
2024/05/29 07:11:34.935,N/A,N/A,0.04307812085870942
2024/05/29 07:11:39.932,N/A,-0.08313193941630392,N/A
2024/05/29 07:11:39.935,N/A,N/A,0.03777665633108337
2024/05/29 07:11:44.935,N/A,N/A,0.05153672884489553
2024/05/29 07:11:44.946,N/A,-0.08173150571188996,N/A
2024/05/29 07:11:49.935,N/A,N/A,0.04401794178091245
2024/05/29 07:11:49.956,N/A,-0.06617522917495869,N/A
2024/05/29 07:11:54.935,N/A,N/A,0.0778864947087978
2024/05/29 07:11:54.965,N/A,-0.08812068525198716,N/A
2024/05/29 07:11:59.935,N/A,N/A,0.05089167672034613
2024/05/29 07:11:59.980,N/A,-0.06238140351922421,N/A
2024/05/29 07:12:04.935,N/A,N/A,0.042367970855890835
2024/05/29 07:12:04.989,N/A,-0.09883901534773602,N/A
2024/05/29 07:12:09.935,N/A,N/A,0.03701945624823149
2024/05/29 07:12:09.997,N/A,-0.07672947182255245,N/A
2024/05/29 07:12:14.902,N/A,-0.06762517324113378,N/A
2024/05/29 07:12:14.935,N/A,N/A,0.009018627658691974
2024/05/29 07:12:19.918,N/A,-0.07771921990174055,N/A
2024/05/29 07:12:19.935,N/A,N/A,0.022114407985882358
2024/05/29 07:12:24.930,N/A,-0.08425589448276913,N/A
2024/05/29 07:12:24.935,N/A,N/A,0.01187396485990921
2024/05/29 07:12:29.935,N/A,N/A,0.02134946425322955
2024/05/29 07:12:29.942,N/A,-0.10557261684324906,N/A
2024/05/29 07:12:34.935,N/A,N/A,0.011552887539289526
2024/05/29 07:12:34.954,N/A,-0.08102281213319394,N/A
2024/05/29 07:12:39.935,N/A,N/A,-0.008489153986557167
2024/05/29 07:12:39.966,N/A,-0.09261457078351253,N/A
2024/05/29 07:12:44.935,N/A,N/A,0.00408621069910492
2024/05/29 07:12:44.984,N/A,-0.06764490910109731,N/A
2024/05/29 07:12:49.935,N/A,N/A,0.015419110200067095
2024/05/29 07:12:49.998,N/A,-0.08172843682294913,N/A
2024/05/29 07:12:54.909,N/A,-0.07909074639905896,N/A
2024/05/29 07:12:54.935,N/A,N/A,0.007096557106187302
2024/05/29 07:12:59.918,N/A,-0.0635702408630338,N/A
2024/05/29 07:12:59.935,N/A,N/A,0.004885790058503954
2024/05/29 07:13:04.935,N/A,N/A,-0.013695716904323984
2024/05/29 07:13:04.936,N/A,-0.05618070556240611,N/A
2024/05/29 07:13:09.935,N/A,N/A,0.0017568364888547756
2024/05/29 07:13:09.954,N/A,-0.08635457498536411,N/A
2024/05/29 07:13:14.935,N/A,N/A,-0.0064446866070020994
2024/05/29 07:13:14.975,N/A,-0.0732731297646265,N/A
2024/05/29 07:13:19.935,N/A,N/A,-0.004273076900749429
2024/05/29 07:13:19.993,N/A,-0.04179165464114368,N/A
2024/05/29 07:13:24.902,N/A,-0.071231070655459,N/A
2024/05/29 07:13:24.935,N/A,N/A,-0.0052053217242493885
2024/05/29 07:13:29.921,N/A,-0.0843093920455088,N/A
2024/05/29 07:13:29.935,N/A,N/A,-0.010930549137071111
2024/05/29 07:13:34.935,N/A,N/A,0.00526827515613874
2024/05/29 07:13:34.937,N/A,-0.06463929342783263,N/A
2024/05/29 07:13:39.935,N/A,N/A,-0.01437269873156322
2024/05/29 07:13:39.946,N/A,-0.0726213362124952,N/A
2024/05/29 07:13:44.935,N/A,N/A,-0.0017068658156939587
2024/05/29 07:13:44.958,N/A,-0.06470080071222212,N/A
2024/05/29 07:13:49.935,N/A,N/A,-0.01006633931315357
2024/05/29 07:13:49.969,N/A,-0.0579606768466053,N/A
2024/05/29 07:13:54.935,N/A,N/A,-0.022238975947013892
2024/05/29 07:13:54.982,N/A,-0.06731622010702351,N/A
2024/05/29 07:13:59.935,N/A,N/A,-0.009170686185436287
2024/05/29 07:13:59.991,N/A,-0.05918513606372528,N/A
2024/05/29 07:14:04.902,N/A,-0.06801298740247662,N/A
2024/05/29 07:14:04.935,N/A,N/A,0.0053495991416216
2024/05/29 07:14:09.919,N/A,-0.05635626406219433,N/A
2024/05/29 07:14:09.935,N/A,N/A,-0.01620914032817639
2024/05/29 07:14:14.933,N/A,-0.0683751830126504,N/A
