Time(s),CH1(V),CH2(V),CH3(V)
-5.1972E-08,0.000000E+00,0.000000E+00,8.681320E-03
-5.1872E-08,0.000000E+00,0.000000E+00,8.681320E-03
-5.1772E-08,0.000000E+00,0.000000E+00,8.681320E-03
-5.1672E-08,-2.193572E-02,0.000000E+00,8.681320E-03
-5.1572E-08,0.000000E+00,0.000000E+00,8.681320E-03
-5.1472E-08,0.000000E+00,0.000000E+00,8.681320E-03
-5.1372E-08,0.000000E+00,0.000000E+00,8.681320E-03
-5.1272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-5.1172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-5.1072E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-5.0972E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-5.0872E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-5.0772E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-5.0672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-5.0572E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-5.0472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-5.0372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-5.0272E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-5.0172E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-5.0072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.9972E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.9872E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.9772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.9672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.9572E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.9472E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.9372E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.9272E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.9172E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.9072E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8972E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8872E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8772E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8672E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8572E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8472E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8372E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8272E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.8172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.8072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7972E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7872E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7672E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-4.7572E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.7072E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.6972E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.6872E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.6772E-08,2.193572E-02,0.000000E+00,0.000000E+00
-4.6672E-08,2.193572E-02,0.000000E+00,0.000000E+00
-4.6572E-08,2.193572E-02,0.000000E+00,0.000000E+00
-4.6472E-08,2.193572E-02,0.000000E+00,0.000000E+00
-4.6372E-08,2.193572E-02,0.000000E+00,0.000000E+00
-4.6272E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-4.6172E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-4.6072E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-4.5972E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.5872E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.5772E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.5672E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.5572E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.5472E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.5372E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.5272E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-4.5172E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-4.5072E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-4.4972E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-4.4872E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-4.4772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.4672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.4572E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.4472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.4372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.4272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.4172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.4072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.3972E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.3872E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.3772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.3672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.3572E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.3472E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.3372E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.3272E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.3172E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.3072E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.2972E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.2872E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-4.2772E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.2672E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.2572E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.2472E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.2372E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.2272E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-4.2172E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-4.2072E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.1972E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.1872E-08,2.193572E-02,0.000000E+00,8.681320E-03
-4.1772E-08,0.000000E+00,0.000000E+00,8.681320E-03
-4.1672E-08,0.000000E+00,0.000000E+00,8.681320E-03
-4.1572E-08,0.000000E+00,0.000000E+00,1.736264E-02
-4.1472E-08,0.000000E+00,0.000000E+00,1.736264E-02
-4.1372E-08,0.000000E+00,0.000000E+00,1.736264E-02
-4.1272E-08,0.000000E+00,0.000000E+00,1.736264E-02
-4.1172E-08,0.000000E+00,0.000000E+00,8.681320E-03
-4.1072E-08,0.000000E+00,0.000000E+00,8.681320E-03
-4.0972E-08,0.000000E+00,0.000000E+00,8.681320E-03
-4.0872E-08,0.000000E+00,0.000000E+00,8.681320E-03
-4.0772E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-4.0672E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-4.0572E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-4.0472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.0372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.0272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.0172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-4.0072E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-3.9972E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-3.9872E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-3.9772E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-3.9672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.9572E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.9472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.9372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.9272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.9172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.9072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8972E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8872E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8572E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.8072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.7972E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.7872E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.7772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.7672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.7572E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.7472E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.7372E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.7272E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.7172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.7072E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-3.6972E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-3.6872E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-3.6772E-08,-2.193572E-02,-2.212012E-02,1.736264E-02
-3.6672E-08,-2.193572E-02,-2.212012E-02,1.736264E-02
-3.6572E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-3.6472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.6372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.6272E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.6172E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.6072E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-3.5972E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-3.5872E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-3.5772E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-3.5672E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.5572E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.5472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.5372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.5272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.5172E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-3.5072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.4972E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.4872E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.4772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.4672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.4572E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.4472E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.4372E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.4272E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.4172E-08,2.193572E-02,-2.212012E-02,8.681320E-03
-3.4072E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-3.3972E-08,2.193572E-02,0.000000E+00,1.736264E-02
-3.3872E-08,2.193572E-02,0.000000E+00,1.736264E-02
-3.3772E-08,2.193572E-02,0.000000E+00,1.736264E-02
-3.3672E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.3572E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.3472E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.3372E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.3272E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.3172E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.3072E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.2972E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.2872E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.2772E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.2672E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.2572E-08,-2.193572E-02,-2.212012E-02,0.000000E+00
-3.2472E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.2372E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.2272E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.2172E-08,0.000000E+00,-2.212012E-02,0.000000E+00
-3.2072E-08,2.193572E-02,-2.212012E-02,0.000000E+00
-3.1972E-08,2.193572E-02,0.000000E+00,8.681320E-03
-3.1872E-08,2.193572E-02,0.000000E+00,8.681320E-03
-3.1772E-08,2.193572E-02,0.000000E+00,8.681320E-03
-3.1672E-08,2.193572E-02,0.000000E+00,8.681320E-03
-3.1572E-08,2.193572E-02,0.000000E+00,8.681320E-03
-3.1472E-08,2.193572E-02,0.000000E+00,1.736264E-02
-3.1372E-08,2.193572E-02,0.000000E+00,1.736264E-02
-3.1272E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-3.1172E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-3.1072E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-3.0972E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-3.0872E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-3.0772E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.0672E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.0572E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-3.0472E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.0372E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.0272E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.0172E-08,0.000000E+00,0.000000E+00,8.681320E-03
-3.0072E-08,0.000000E+00,0.000000E+00,8.681320E-03
-2.9972E-08,0.000000E+00,0.000000E+00,1.736264E-02
-2.9872E-08,0.000000E+00,0.000000E+00,1.736264E-02
-2.9772E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.9672E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.9572E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.9472E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.9372E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.9272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.9172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.9072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.8972E-08,2.193572E-02,0.000000E+00,8.681320E-03
-2.8872E-08,2.193572E-02,0.000000E+00,8.681320E-03
-2.8772E-08,2.193572E-02,0.000000E+00,8.681320E-03
-2.8672E-08,2.193572E-02,0.000000E+00,8.681320E-03
-2.8572E-08,2.193572E-02,0.000000E+00,8.681320E-03
-2.8472E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.8372E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.8272E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.8172E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.8072E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7972E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7872E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7772E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7672E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7572E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7472E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7372E-08,2.193572E-02,0.000000E+00,1.736264E-02
-2.7272E-08,2.193572E-02,-2.212012E-02,1.736264E-02
-2.7172E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.7072E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.6972E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.6872E-08,0.000000E+00,-2.212012E-02,1.736264E-02
-2.6772E-08,-2.193572E-02,-2.212012E-02,1.736264E-02
-2.6672E-08,-2.193572E-02,-2.212012E-02,1.736264E-02
-2.6572E-08,-2.193572E-02,-2.212012E-02,1.736264E-02
-2.6472E-08,-2.193572E-02,-2.212012E-02,1.736264E-02
-2.6372E-08,-2.193572E-02,-2.212012E-02,1.736264E-02
-2.6272E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.6172E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.6072E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.5972E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.5872E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.5772E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.5672E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.5572E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.5472E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.5372E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.5272E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.5172E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.5072E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.4972E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.4872E-08,0.000000E+00,-2.212012E-02,8.681320E-03
-2.4772E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.4672E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.4572E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.4472E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.4372E-08,-2.193572E-02,-2.212012E-02,8.681320E-03
-2.4272E-08,-4.387144E-02,-2.212012E-02,8.681320E-03
-2.4172E-08,-4.387144E-02,-2.212012E-02,8.681320E-03
-2.4072E-08,-4.387144E-02,-2.212012E-02,8.681320E-03
-2.3972E-08,-6.580716E-02,-2.212012E-02,8.681320E-03
-2.3872E-08,-8.774288E-02,-2.212012E-02,8.681320E-03
-2.3772E-08,-8.774288E-02,-2.212012E-02,8.681320E-03
-2.3672E-08,-1.096786E-01,-2.212012E-02,8.681320E-03
-2.3572E-08,-1.096786E-01,-2.212012E-02,8.681320E-03
-2.3472E-08,-1.316143E-01,-2.212012E-02,8.681320E-03
-2.3372E-08,-1.316143E-01,-2.212012E-02,8.681320E-03
-2.3272E-08,-1.535500E-01,-2.212012E-02,8.681320E-03
-2.3172E-08,-1.535500E-01,-2.212012E-02,8.681320E-03
-2.3072E-08,-1.754858E-01,-2.212012E-02,1.736264E-02
-2.2972E-08,-1.754858E-01,-2.212012E-02,1.736264E-02
-2.2872E-08,-1.974215E-01,-2.212012E-02,1.736264E-02
-2.2772E-08,-1.974215E-01,-2.212012E-02,1.736264E-02
-2.2672E-08,-2.193572E-01,-2.212012E-02,8.681320E-03
-2.2572E-08,-2.412929E-01,-2.212012E-02,8.681320E-03
-2.2472E-08,-2.632287E-01,0.000000E+00,8.681320E-03
-2.2372E-08,-2.851644E-01,0.000000E+00,8.681320E-03
-2.2272E-08,-3.071001E-01,0.000000E+00,8.681320E-03
-2.2172E-08,-3.071001E-01,0.000000E+00,8.681320E-03
-2.2072E-08,-3.290358E-01,0.000000E+00,8.681320E-03
-2.1972E-08,-3.509715E-01,0.000000E+00,8.681320E-03
-2.1872E-08,-3.729073E-01,0.000000E+00,8.681320E-03
-2.1772E-08,-3.729073E-01,0.000000E+00,8.681320E-03
-2.1672E-08,-3.948430E-01,0.000000E+00,8.681320E-03
-2.1572E-08,-4.167787E-01,0.000000E+00,8.681320E-03
-2.1472E-08,-4.387144E-01,0.000000E+00,8.681320E-03
-2.1372E-08,-4.606501E-01,0.000000E+00,8.681320E-03
-2.1272E-08,-4.606501E-01,-2.212012E-02,8.681320E-03
-2.1172E-08,-4.825858E-01,-2.212012E-02,8.681320E-03
-2.1072E-08,-5.045215E-01,-2.212012E-02,8.681320E-03
-2.0972E-08,-5.045215E-01,-2.212012E-02,8.681320E-03
-2.0872E-08,-5.045215E-01,-2.212012E-02,8.681320E-03
-2.0772E-08,-5.264573E-01,-2.212012E-02,8.681320E-03
-2.0672E-08,-5.264573E-01,-2.212012E-02,8.681320E-03
-2.0572E-08,-5.483930E-01,-2.212012E-02,8.681320E-03
-2.0472E-08,-5.483930E-01,-2.212012E-02,8.681320E-03
-2.0372E-08,-5.703287E-01,-2.212012E-02,8.681320E-03
-2.0272E-08,-5.703287E-01,-2.212012E-02,8.681320E-03
-2.0172E-08,-5.922644E-01,-2.212012E-02,8.681320E-03
-2.0072E-08,-6.142002E-01,-2.212012E-02,8.681320E-03
-1.9972E-08,-6.361359E-01,-2.212012E-02,8.681320E-03
-1.9872E-08,-6.580716E-01,-2.212012E-02,8.681320E-03
-1.9772E-08,-6.580716E-01,-2.212012E-02,8.681320E-03
-1.9672E-08,-6.800073E-01,-4.424024E-02,8.681320E-03
-1.9572E-08,-7.019430E-01,-4.424024E-02,8.681320E-03
-1.9472E-08,-7.019430E-01,-4.424024E-02,8.681320E-03
-1.9372E-08,-7.019430E-01,-4.424024E-02,8.681320E-03
-1.9272E-08,-7.238787E-01,-6.636036E-02,8.681320E-03
-1.9172E-08,-7.238787E-01,-6.636036E-02,8.681320E-03
-1.9072E-08,-7.238787E-01,-8.848048E-02,8.681320E-03
-1.8972E-08,-7.458145E-01,-8.848048E-02,1.736264E-02
-1.8872E-08,-7.677502E-01,-8.848048E-02,1.736264E-02
-1.8772E-08,-7.677502E-01,-1.106006E-01,1.736264E-02
-1.8672E-08,-7.896859E-01,-1.106006E-01,1.736264E-02
-1.8572E-08,-8.116217E-01,-1.106006E-01,1.736264E-02
-1.8472E-08,-8.335574E-01,-1.327207E-01,1.736264E-02
-1.8372E-08,-8.554931E-01,-1.548408E-01,1.736264E-02
-1.8272E-08,-8.554931E-01,-1.548408E-01,8.681320E-03
-1.8172E-08,-8.774288E-01,-1.769610E-01,8.681320E-03
-1.8072E-08,-8.774288E-01,-1.990811E-01,8.681320E-03
-1.7972E-08,-8.774288E-01,-2.433213E-01,8.681320E-03
-1.7872E-08,-8.774288E-01,-2.654414E-01,8.681320E-03
-1.7772E-08,-8.774288E-01,-2.875616E-01,8.681320E-03
-1.7672E-08,-8.774288E-01,-3.096817E-01,8.681320E-03
-1.7572E-08,-8.774288E-01,-3.318018E-01,8.681320E-03
-1.7472E-08,-8.774288E-01,-3.760420E-01,8.681320E-03
-1.7372E-08,-8.774288E-01,-3.981622E-01,8.681320E-03
-1.7272E-08,-8.774288E-01,-4.202823E-01,8.681320E-03
-1.7172E-08,-8.554931E-01,-4.424024E-01,8.681320E-03
-1.7072E-08,-8.554931E-01,-4.645225E-01,8.681320E-03
-1.6972E-08,-8.554931E-01,-5.087628E-01,8.681320E-03
-1.6872E-08,-8.335574E-01,-5.308829E-01,8.681320E-03
-1.6772E-08,-8.116217E-01,-5.530030E-01,8.681320E-03
-1.6672E-08,-8.116217E-01,-5.972432E-01,8.681320E-03
-1.6572E-08,-7.896859E-01,-6.193634E-01,8.681320E-03
-1.6472E-08,-7.896859E-01,-6.636036E-01,8.681320E-03
-1.6372E-08,-7.677502E-01,-6.857237E-01,8.681320E-03
-1.6272E-08,-7.458145E-01,-7.078438E-01,8.681320E-03
-1.6172E-08,-7.458145E-01,-7.520841E-01,8.681320E-03
-1.6072E-08,-7.238787E-01,-7.963243E-01,8.681320E-03
-1.5972E-08,-7.238787E-01,-8.184444E-01,8.681320E-03
-1.5872E-08,-7.019430E-01,-8.626847E-01,8.681320E-03
-1.5772E-08,-7.019430E-01,-9.069249E-01,8.681320E-03
-1.5672E-08,-6.800073E-01,-9.511651E-01,8.681320E-03
-1.5572E-08,-6.800073E-01,-9.954054E-01,8.681320E-03
-1.5472E-08,-6.580716E-01,-1.039646E+00,8.681320E-03
-1.5372E-08,-6.580716E-01,-1.083886E+00,8.681320E-03
-1.5272E-08,-6.580716E-01,-1.128126E+00,8.681320E-03
-1.5172E-08,-6.580716E-01,-1.172366E+00,8.681320E-03
-1.5072E-08,-6.361359E-01,-1.216607E+00,8.681320E-03
-1.4972E-08,-6.361359E-01,-1.260847E+00,8.681320E-03
-1.4872E-08,-6.361359E-01,-1.305087E+00,8.681320E-03
-1.4772E-08,-6.361359E-01,-1.349327E+00,8.681320E-03
-1.4672E-08,-6.361359E-01,-1.393568E+00,8.681320E-03
-1.4572E-08,-6.361359E-01,-1.437808E+00,8.681320E-03
-1.4472E-08,-6.361359E-01,-1.459928E+00,8.681320E-03
-1.4372E-08,-6.361359E-01,-1.504168E+00,8.681320E-03
-1.4272E-08,-6.361359E-01,-1.526288E+00,8.681320E-03
-1.4172E-08,-6.580716E-01,-1.570529E+00,8.681320E-03
-1.4072E-08,-6.580716E-01,-1.570529E+00,8.681320E-03
-1.3972E-08,-6.580716E-01,-1.592649E+00,8.681320E-03
-1.3872E-08,-6.580716E-01,-1.592649E+00,8.681320E-03
-1.3772E-08,-6.800073E-01,-1.592649E+00,8.681320E-03
-1.3672E-08,-6.800073E-01,-1.592649E+00,8.681320E-03
-1.3572E-08,-6.800073E-01,-1.592649E+00,8.681320E-03
-1.3472E-08,-6.800073E-01,-1.592649E+00,8.681320E-03
-1.3372E-08,-6.800073E-01,-1.570529E+00,8.681320E-03
-1.3272E-08,-6.800073E-01,-1.548408E+00,8.681320E-03
-1.3172E-08,-6.800073E-01,-1.548408E+00,8.681320E-03
-1.3072E-08,-6.800073E-01,-1.526288E+00,8.681320E-03
-1.2972E-08,-6.580716E-01,-1.526288E+00,8.681320E-03
-1.2872E-08,-6.580716E-01,-1.504168E+00,8.681320E-03
-1.2772E-08,-6.580716E-01,-1.482048E+00,8.681320E-03
-1.2672E-08,-6.580716E-01,-1.459928E+00,8.681320E-03
-1.2572E-08,-6.580716E-01,-1.459928E+00,8.681320E-03
-1.2472E-08,-6.361359E-01,-1.437808E+00,8.681320E-03
-1.2372E-08,-6.361359E-01,-1.415688E+00,8.681320E-03
-1.2272E-08,-6.361359E-01,-1.393568E+00,8.681320E-03
-1.2172E-08,-6.142002E-01,-1.371447E+00,8.681320E-03
-1.2072E-08,-6.142002E-01,-1.349327E+00,8.681320E-03
-1.1972E-08,-6.142002E-01,-1.349327E+00,8.681320E-03
-1.1872E-08,-5.922644E-01,-1.327207E+00,8.681320E-03
-1.1772E-08,-5.703287E-01,-1.305087E+00,8.681320E-03
-1.1672E-08,-5.703287E-01,-1.305087E+00,8.681320E-03
-1.1572E-08,-5.483930E-01,-1.282967E+00,8.681320E-03
-1.1472E-08,-5.483930E-01,-1.260847E+00,8.681320E-03
-1.1372E-08,-5.264573E-01,-1.260847E+00,8.681320E-03
-1.1272E-08,-5.264573E-01,-1.260847E+00,8.681320E-03
