 -7.0 -3.5  -0.0013916235  -0.0069276299  -0.4780797466  -0.0032802141
 -7.0 -3.4  -0.0014481658  -0.0080877209  -0.4954296229  -0.0035289786
 -7.0 -3.3  -0.0015044682  -0.0092557807  -0.5022776898  -0.0037774716
 -7.0 -3.2  -0.0015602662  -0.0104293409  -0.5013036829  -0.0040244217
 -7.0 -3.1  -0.0016153626  -0.0116063077  -0.4946246389  -0.0042687588
 -7.0 -3.0  -0.0016696084  -0.0127848798  -0.4838693791  -0.0045095644
 -7.0 -2.9  -0.0017228918  -0.0139634938  -0.4702743254  -0.0047460417
 -7.0 -2.8  -0.0017751306  -0.0151407849  -0.4547713517  -0.0049774956
 -7.0 -2.7  -0.0018262665  -0.0163155549  -0.4380597539  -0.0052033181
 -7.0 -2.6  -0.0018762606  -0.0174867447  -0.4206624287  -0.0054229764
 -7.0 -2.5  -0.0019250887  -0.0186534078  -0.4029687690  -0.0056360027
 -7.0 -2.4  -0.0019727362  -0.0198146831  -0.3852670994  -0.0058419845
 -7.0 -2.3  -0.0020191948  -0.0209697690  -0.3677691150  -0.0060405554
 -7.0 -2.2  -0.0020644576  -0.0221178966  -0.3506282920  -0.0062313872
 -7.0 -2.1  -0.0021085164  -0.0232583049  -0.3339537852  -0.0064141826
 -7.0 -2.0  -0.0021513593  -0.0243902172  -0.3178209513  -0.0065886694
 -7.0 -1.9  -0.0021929690  -0.0255128206  -0.3022793534  -0.0067545962
 -7.0 -1.8  -0.0022333220  -0.0266252478  -0.2873588771  -0.0069117294
 -7.0 -1.7  -0.0022723891  -0.0277265616  -0.2730744299  -0.0070598512
 -7.0 -1.6  -0.0023101353  -0.0288157431  -0.2594295667  -0.0071987589
 -7.0 -1.5  -0.0023465207  -0.0298916800  -0.2464193011  -0.0073282641
 -7.0 -1.4  -0.0023815017  -0.0309531591  -0.2340322898  -0.0074481935
 -7.0 -1.3  -0.0024150313  -0.0319988575  -0.2222525354  -0.0075583884
 -7.0 -1.2  -0.0024470599  -0.0330273372  -0.2110607130  -0.0076587049
 -7.0 -1.1  -0.0024775360  -0.0340370383  -0.2004352039  -0.0077490143
 -7.0 -1.0  -0.0025064061  -0.0350262740  -0.1903528980  -0.0078292024
 -7.0 -0.9  -0.0025336150  -0.0359932257  -0.1807898158  -0.0078991695
 -7.0 -0.8  -0.0025591058  -0.0369359390  -0.1717215872  -0.0079588299
 -7.0 -0.7  -0.0025828200  -0.0378523205  -0.1631238185  -0.0080081112
 -7.0 -0.6  -0.0026046978  -0.0387401370  -0.1549723733  -0.0080469548
 -7.0 -0.5  -0.0026246796  -0.0395970170  -0.1472435871  -0.0080753159
 -7.0 -0.4  -0.0026427071  -0.0404204549  -0.1399144315  -0.0080931652
 -7.0 -0.3  -0.0026587262  -0.0412078193  -0.1329626418  -0.0081004907
 -7.0 -0.2  -0.0026726902  -0.0419563640  -0.1263668142  -0.0080973006
 -7.0 -0.1  -0.0026845631  -0.0426632407  -0.1201064776  -0.0080836265
 -7.0  0.0  -0.0026943233  -0.0433255126  -0.1141621419  -0.0080595260
 -7.0  0.1  -0.0027019647  -0.0439401656  -0.1085153202  -0.0080250842
 -7.0  0.2  -0.0027074986  -0.0445041169  -0.1031485272  -0.0079804137
 -7.0  0.3  -0.0027109516  -0.0450142201  -0.0980452530  -0.0079256525
 -7.0  0.4  -0.0027123638  -0.0454672680  -0.0931899204  -0.0078609612
 -7.0  0.5  -0.0027117853  -0.0458599943  -0.0885678297  -0.0077865181
 -7.0  0.6  -0.0027092731  -0.0461890776  -0.0841650993  -0.0077025153
 -7.0  0.7  -0.0027048877  -0.0464511484  -0.0799686081  -0.0076091547
 -7.0  0.8  -0.0026986914  -0.0466428004  -0.0759659426  -0.0075066449
 -7.0  0.9  -0.0026907467  -0.0467606076  -0.0721453504  -0.0073951993
 -7.0  1.0  -0.0026811154  -0.0468011443  -0.0684957001  -0.0072750347
 -7.0  1.1  -0.0026698587  -0.0467610108  -0.0650064453  -0.0071463705
 -7.0  1.2  -0.0026570370  -0.0466368613  -0.0616675923  -0.0070094286
 -7.0  1.3  -0.0026427094  -0.0464254350  -0.0584696701  -0.0068644325
 -7.0  1.4  -0.0026269342  -0.0461235894  -0.0554037014  -0.0067116078
 -7.0  1.5  -0.0026097677  -0.0457283366  -0.0524611757  -0.0065511812
 -7.0  1.6  -0.0025912637  -0.0452368810  -0.0496340224  -0.0063833805
 -7.0  1.7  -0.0025714724  -0.0446466604  -0.0469145864  -0.0062084338
 -7.0  1.8  -0.0025504394  -0.0439553889  -0.0442956058  -0.0060265696
 -7.0  1.9  -0.0025282039  -0.0431611041  -0.0417701919  -0.0058380162
 -7.0  2.0  -0.0025047985  -0.0422622172  -0.0393318136  -0.0056430025
 -7.0  2.1  -0.0024802478  -0.0412575672  -0.0369742859  -0.0054417590
 -7.0  2.2  -0.0024545686  -0.0401464800  -0.0346917634  -0.0052345193
 -7.0  2.3  -0.0024277712  -0.0389288314  -0.0324787396  -0.0050215231
 -7.0  2.4  -0.0023998610  -0.0376051148  -0.0303300513  -0.0048030201
 -7.0  2.5  -0.0023708419  -0.0361765109  -0.0282408882  -0.0045792749
 -7.0  2.6  -0.0023407202  -0.0346449600  -0.0262068057  -0.0043505726
 -7.0  2.7  -0.0023095101  -0.0330132323  -0.0242237399  -0.0041172255
 -7.0  2.8  -0.0022772386  -0.0312849975  -0.0222880243  -0.0038795791
 -7.0  2.9  -0.0022439516  -0.0294648893  -0.0203964046  -0.0036380188
 -7.0  3.0  -0.0022097197  -0.0275585686  -0.0185460556  -0.0033929766
 -7.0  3.1  -0.0021746445  -0.0255727851  -0.0167345978  -0.0031449380
 -7.0  3.2  -0.0021388663  -0.0235154456  -0.0149601199  -0.0028944493
 -7.0  3.3  -0.0021025747  -0.0213957000  -0.0132212115  -0.0026421284
 -7.0  3.4  -0.0020660248  -0.0192240652  -0.0115170174  -0.0023886792
 -7.0  3.5  -0.0020295665  -0.0170126249  -0.0098473289  -0.0021349165
 -6.9 -3.5  -0.0013950751  -0.0074631780  -0.5718655259  -0.0034222256
 -6.9 -3.4  -0.0014588356  -0.0087055355  -0.5818197313  -0.0036963867
 -6.9 -3.3  -0.0015220397  -0.0099554467  -0.5807861187  -0.0039694411
 -6.9 -3.2  -0.0015844975  -0.0112107287  -0.5721438234  -0.0042402450
 -6.9 -3.1  -0.0016460619  -0.0124695005  -0.5583377839  -0.0045078090
 -6.9 -3.0  -0.0017066163  -0.0137301171  -0.5411232335  -0.0047712616
 -6.9 -2.9  -0.0017660688  -0.0149911250  -0.5217581880  -0.0050298287
 -6.9 -2.8  -0.0018243469  -0.0162512300  -0.5011441714  -0.0052828189
 -6.9 -2.7  -0.0018813949  -0.0175092711  -0.4799266091  -0.0055296141
 -6.9 -2.6  -0.0019371705  -0.0187641961  -0.4585661000  -0.0057696603
 -6.9 -2.5  -0.0019916415  -0.0200150397  -0.4373891734  -0.0060024610
 -6.9 -2.4  -0.0020447834  -0.0212609004  -0.4166246544  -0.0062275696
 -6.9 -2.3  -0.0020965760  -0.0225009187  -0.3964298934  -0.0064445832
 -6.9 -2.2  -0.0021470005  -0.0237342542  -0.3769098057  -0.0066531362
 -6.9 -2.1  -0.0021960375  -0.0249600646  -0.3581307743  -0.0068528955
 -6.9 -2.0  -0.0022436652  -0.0261774855  -0.3401308587  -0.0070435552
 -6.9 -1.9  -0.0022898578  -0.0273856114  -0.3229273291  -0.0072248340
 -6.9 -1.8  -0.0023345852  -0.0285834797  -0.3065222562  -0.0073964715
 -6.9 -1.7  -0.0023778127  -0.0297700554  -0.2909066768  -0.0075582275
 -6.9 -1.6  -0.0024195015  -0.0309442192  -0.2760637123  -0.0077098800
 -6.9 -1.5  -0.0024596087  -0.0321047560  -0.2619709118  -0.0078512251
 -6.9 -1.4  -0.0024980881  -0.0332503458  -0.2486020170  -0.0079820764
 -6.9 -1.3  -0.0025348909  -0.0343795549  -0.2359282928  -0.0081022652
 -6.9 -1.2  -0.0025699661  -0.0354908291  -0.2239195313  -0.0082116402
 -6.9 -1.1  -0.0026032610  -0.0365824868  -0.2125448060  -0.0083100674
 -6.9 -1.0  -0.0026347215  -0.0376527133  -0.2017730361  -0.0083974297
 -6.9 -0.9  -0.0026642924  -0.0386995552  -0.1915734059  -0.0084736272
 -6.9 -0.8  -0.0026919177  -0.0397209170  -0.1819156722  -0.0085385763
 -6.9 -0.7  -0.0027175409  -0.0407145576  -0.1727703871  -0.0085922097
 -6.9 -0.6  -0.0027411058  -0.0416780894  -0.1641090570  -0.0086344770
 -6.9 -0.5  -0.0027625574  -0.0426089786  -0.1559042524  -0.0086653442
 -6.9 -0.4  -0.0027818437  -0.0435045492  -0.1481296836  -0.0086847958
 -6.9 -0.3  -0.0027989171  -0.0443619879  -0.1407602488  -0.0086928353
 -6.9 -0.2  -0.0028137375  -0.0451783524  -0.1337720620  -0.0086894874
 -6.9 -0.1  -0.0028262740  -0.0459505801  -0.1271424643  -0.0086747999
 -6.9  0.0  -0.0028365074  -0.0466754986  -0.1208500190  -0.0086488450
 -6.9  0.1  -0.0028444314  -0.0473498341  -0.1148744912  -0.0086117201
 -6.9  0.2  -0.0028500533  -0.0479702193  -0.1091968134  -0.0085635473
 -6.9  0.3  -0.0028533930  -0.0485332002  -0.1037990367  -0.0085044721
 -6.9  0.4  -0.0028544814  -0.0490352414  -0.0986642728  -0.0084346609
 -6.9  0.5  -0.0028533589  -0.0494727321  -0.0937766293  -0.0083542981
 -6.9  0.6  -0.0028500725  -0.0498419939  -0.0891211429  -0.0082635823
