 -7.0 -3.5  -0.0015878698  -0.0054747369  -0.1789826195  -0.0032972178
 -7.0 -3.4  -0.0016439916  -0.0066075983  -0.2009309498  -0.0036364114
 -7.0 -3.3  -0.0017000017  -0.0077457065  -0.2181197685  -0.0039727129
 -7.0 -3.2  -0.0017557159  -0.0088873876  -0.2310907455  -0.0043051160
 -7.0 -3.1  -0.0018109574  -0.0100310074  -0.2403941944  -0.0046326476
 -7.0 -3.0  -0.0018655579  -0.0111749771  -0.2465574700  -0.0049543751
 -7.0 -2.9  -0.0019193596  -0.0123177564  -0.2500666685  -0.0052694113
 -7.0 -2.8  -0.0019722153  -0.0134578556  -0.2513578721  -0.0055769188
 -7.0 -2.7  -0.0020239902  -0.0145938375  -0.2508147372  -0.0058761133
 -7.0 -2.6  -0.0020745618  -0.0157243188  -0.2487699891  -0.0061662664
 -7.0 -2.5  -0.0021238209  -0.0168479712  -0.2455091021  -0.0064467079
 -7.0 -2.4  -0.0021716727  -0.0179635228  -0.2412750223  -0.0067168283
 -7.0 -2.3  -0.0022180368  -0.0190697589  -0.2362732093  -0.0069760800
 -7.0 -2.2  -0.0022628482  -0.0201655209  -0.2306765669  -0.0072239784
 -7.0 -2.1  -0.0023060569  -0.0212497059  -0.2246300257  -0.0074601022
 -7.0 -2.0  -0.0023476282  -0.0223212621  -0.2182546621  -0.0076840929
 -7.0 -1.9  -0.0023875413  -0.0233791836  -0.2116513175  -0.0078956529
 -7.0 -1.8  -0.0024257884  -0.0244225012  -0.2049037243  -0.0080945429
 -7.0 -1.7  -0.0024623727  -0.0254502708  -0.1980811730  -0.0082805774
 -7.0 -1.6  -0.0024973058  -0.0264615586  -0.1912407658  -0.0084536203
 -7.0 -1.5  -0.0025306054  -0.0274554244  -0.1844293115  -0.0086135784
 -7.0 -1.4  -0.0025622924  -0.0284309035  -0.1776849125  -0.0087603960
 -7.0 -1.3  -0.0025923883  -0.0293869877  -0.1710382966  -0.0088940481
 -7.0 -1.2  -0.0026209137  -0.0303226079  -0.1645139367  -0.0090145358
 -7.0 -1.1  -0.0026478862  -0.0312366180  -0.1581309991  -0.0091218804
 -7.0 -1.0  -0.0026733198  -0.0321277804  -0.1519041495  -0.0092161204
 -7.0 -0.9  -0.0026972246  -0.0329947550  -0.1458442442  -0.0092973081
 -7.0 -0.8  -0.0027196068  -0.0338360900  -0.1399589244  -0.0093655078
 -7.0 -0.7  -0.0027404693  -0.0346502154  -0.1342531286  -0.0094207941
 -7.0 -0.6  -0.0027598121  -0.0354354386  -0.1287295348  -0.0094632509
 -7.0 -0.5  -0.0027776334  -0.0361899414  -0.1233889423  -0.0094929714
 -7.0 -0.4  -0.0027939300  -0.0369117790  -0.1182305996  -0.0095100573
