Timestamp,BMLDCCT:CURRENT
2024/03/01 09:59:59.434,338.6447
2024/03/01 10:00:00.434,338.3285
2024/03/01 10:00:01.434,338.0164
2024/03/01 10:00:02.464,337.7013
2024/03/01 10:00:03.525,337.3881
2024/03/01 10:00:04.434,337.1104
2024/03/01 10:00:05.435,336.80429999999996
2024/03/01 10:00:06.434,336.4892
2024/03/01 10:00:07.434,336.19419999999997
2024/03/01 10:00:08.433,335.8842
2024/03/01 10:00:09.462,335.565
2024/03/01 10:00:10.520,335.262
2024/03/01 10:00:11.434,334.964
2024/03/01 10:00:12.434,334.6579
2024/03/01 10:00:13.434,334.3468
2024/03/01 10:00:14.434,334.0347
2024/03/01 10:00:15.434,333.73269999999997
2024/03/01 10:00:16.492,333.41659999999996
2024/03/01 10:00:17.434,333.1246
2024/03/01 10:00:18.433,332.81559999999996
2024/03/01 10:00:19.433,332.5156
2024/03/01 10:00:20.433,332.2055
2024/03/01 10:00:21.434,331.9015
2024/03/01 10:00:22.463,331.5762
2024/03/01 10:00:23.526,331.26009999999997
2024/03/01 10:00:24.434,330.98130000000003
2024/03/01 10:00:25.434,330.6773
2024/03/01 10:00:26.433,330.3611
2024/03/01 10:00:27.434,330.0652
2024/03/01 10:00:28.434,329.7591
2024/03/01 10:00:29.463,329.44599999999997
2024/03/01 10:00:30.525,329.12069999999994
2024/03/01 10:00:31.434,328.846
2024/03/01 10:00:32.433,328.5379
2024/03/01 10:00:33.434,328.2379
2024/03/01 10:00:34.433,327.92789999999997
2024/03/01 10:00:35.434,327.6279
2024/03/01 10:00:36.464,327.3228
2024/03/01 10:00:37.527,326.9804
2024/03/01 10:00:38.434,326.7057
2024/03/01 10:00:39.434,326.39660000000003
2024/03/01 10:00:40.434,326.0774
2024/03/01 10:00:41.434,325.76730000000003
2024/03/01 10:00:42.434,325.4512
2024/03/01 10:00:43.464,325.134
2024/03/01 10:00:44.526,324.7997
2024/03/01 10:00:45.434,324.5199
2024/03/01 10:00:46.433,324.1977
2024/03/01 10:00:47.434,323.8866
2024/03/01 10:00:48.434,323.5644
2024/03/01 10:00:49.434,323.25219999999996
2024/03/01 10:00:50.463,322.9391
2024/03/01 10:00:51.525,322.60179999999997
2024/03/01 10:00:52.434,322.3129
2024/03/01 10:00:53.434,322.0068
2024/03/01 10:00:54.434,321.69780000000003
2024/03/01 10:00:55.435,321.38559999999995
2024/03/01 10:00:56.433,321.0776
2024/03/01 10:00:57.462,320.76849999999996
2024/03/01 10:00:58.525,320.44120000000004
2024/03/01 10:00:59.434,320.1665
2024/03/01 10:01:00.433,319.85839999999996
2024/03/01 10:01:01.434,319.56850000000003
2024/03/01 10:01:02.433,319.2605
2024/03/01 10:01:03.434,318.9696
2024/03/01 10:01:04.462,318.67159999999996
2024/03/01 10:01:05.526,318.3716
2024/03/01 10:01:06.434,318.0807
2024/03/01 10:01:07.433,317.78369999999995
2024/03/01 10:01:08.434,317.48979999999995
2024/03/01 10:01:09.434,317.21
2024/03/01 10:01:10.433,316.91810000000004
2024/03/01 10:01:11.495,316.6141
2024/03/01 10:01:12.434,316.3262
2024/03/01 10:01:13.434,316.0394
2024/03/01 10:01:14.434,315.7464
2024/03/01 10:01:15.434,315.4565
2024/03/01 10:01:16.434,315.1757
2024/03/01 10:01:17.463,314.8778
2024/03/01 10:01:18.525,314.56969999999995
2024/03/01 10:01:19.434,314.3111
2024/03/01 10:01:20.434,314.0283
2024/03/01 10:01:21.434,313.75149999999996
2024/03/01 10:01:22.433,313.5
2024/03/01 10:01:23.434,313.2374
2024/03/01 10:01:24.460,312.9799
2024/03/01 10:01:25.521,312.7102
2024/03/01 10:01:26.435,312.47790000000003
2024/03/01 10:01:27.434,312.2132
2024/03/01 10:01:28.434,311.9597
2024/03/01 10:01:29.434,311.6961
2024/03/01 10:01:30.434,311.4395
2024/03/01 10:01:31.461,311.17589999999996
2024/03/01 10:01:32.523,310.9102
2024/03/01 10:01:33.434,310.6799
2024/03/01 10:01:34.433,310.4315
2024/03/01 10:01:35.435,310.16979999999995
2024/03/01 10:01:36.434,309.91630000000004
2024/03/01 10:01:37.435,309.66679999999997
2024/03/01 10:01:38.463,309.4042
2024/03/01 10:01:39.518,309.1739
2024/03/01 10:01:40.433,308.92539999999997
2024/03/01 10:01:41.434,308.67900000000003
2024/03/01 10:01:42.433,308.4255
2024/03/01 10:01:43.434,308.177
2024/03/01 10:01:44.434,307.9356
2024/03/01 10:01:45.493,307.677
2024/03/01 10:01:46.434,307.4437
2024/03/01 10:01:47.434,307.2073
2024/03/01 10:01:48.434,306.9629
2024/03/01 10:01:49.434,306.71639999999996
2024/03/01 10:01:50.433,306.47499999999997
2024/03/01 10:01:51.462,306.22049999999996
2024/03/01 10:01:52.521,305.95579999999995
2024/03/01 10:01:53.434,305.7367
2024/03/01 10:01:54.433,305.5003
2024/03/01 10:01:55.434,305.2528
2024/03/01 10:01:56.433,305.0084
2024/03/01 10:01:57.434,304.76800000000003
2024/03/01 10:01:58.461,304.51349999999996
2024/03/01 10:01:59.521,304.269
2024/03/01 10:02:00.434,304.03869999999995
2024/03/01 10:02:01.433,303.79429999999996
2024/03/01 10:02:02.433,303.5549
2024/03/01 10:02:03.433,303.3175
2024/03/01 10:02:04.434,303.0711
2024/03/01 10:02:05.463,302.8337
2024/03/01 10:02:06.525,302.57919999999996
2024/03/01 10:02:07.434,302.36
2024/03/01 10:02:08.434,302.11249999999995
2024/03/01 10:02:09.434,301.8752
2024/03/01 10:02:10.434,301.62969999999996
2024/03/01 10:02:11.435,301.3873
2024/03/01 10:02:12.461,301.14079999999996
2024/03/01 10:02:13.524,300.8893
2024/03/01 10:02:14.434,300.6651
2024/03/01 10:02:15.434,300.4237
2024/03/01 10:02:16.434,300.1924
2024/03/01 10:02:17.434,299.957
2024/03/01 10:02:18.434,299.7156
2024/03/01 10:02:19.463,299.47319999999996
2024/03/01 10:02:20.522,299.2237
2024/03/01 10:02:21.434,299.0126
2024/03/01 10:02:22.433,298.7833
2024/03/01 10:02:23.434,298.546
2024/03/01 10:02:24.434,298.3026
2024/03/01 10:02:25.434,298.05609999999996
2024/03/01 10:02:26.464,297.8066
2024/03/01 10:02:27.521,297.5804
2024/03/01 10:02:28.433,297.35110000000003
2024/03/01 10:02:29.434,297.1137
2024/03/01 10:02:30.436,296.8733
2024/03/01 10:02:31.434,296.63899999999995
2024/03/01 10:02:32.434,296.3986
2024/03/01 10:02:33.491,296.1562
2024/03/01 10:02:34.434,295.92179999999996
2024/03/01 10:02:35.434,295.6855
2024/03/01 10:02:36.434,295.45419999999996
2024/03/01 10:02:37.434,295.2229
2024/03/01 10:02:38.434,294.9865
2024/03/01 10:02:39.461,294.7411
2024/03/01 10:02:40.513,294.50370000000004
2024/03/01 10:02:41.435,294.2795
2024/03/01 10:02:42.434,294.0451
2024/03/01 10:02:43.433,293.80670000000003
2024/03/01 10:02:44.434,293.57140000000004
2024/03/01 10:02:45.434,293.34409999999997
2024/03/01 10:02:46.463,293.10069999999996
2024/03/01 10:02:47.526,292.85929999999996
2024/03/01 10:02:48.433,292.632
2024/03/01 10:02:49.434,292.3927
2024/03/01 10:02:50.433,292.1533
2024/03/01 10:02:51.434,291.91589999999997
2024/03/01 10:02:52.433,291.6775
2024/03/01 10:02:53.494,291.42499999999995
2024/03/01 10:02:54.434,291.1957
2024/03/01 10:02:55.434,290.9553
2024/03/01 10:02:56.434,290.7119
2024/03/01 10:02:57.434,290.4725
2024/03/01 10:02:58.433,290.2261
2024/03/01 10:02:59.462,289.9846
2024/03/01 10:03:00.513,289.7331
2024/03/01 10:03:01.434,289.50789999999995
2024/03/01 10:03:02.434,289.2715
2024/03/01 10:03:03.434,289.03319999999997
2024/03/01 10:03:04.433,288.8019
2024/03/01 10:03:05.434,288.5625
2024/03/01 10:03:06.462,288.31499999999994
2024/03/01 10:03:07.525,288.06960000000004
2024/03/01 10:03:08.434,287.84029999999996
2024/03/01 10:03:09.434,287.612
2024/03/01 10:03:10.433,287.3868
2024/03/01 10:03:11.434,287.1534
2024/03/01 10:03:12.434,286.9161
2024/03/01 10:03:13.463,286.6757
2024/03/01 10:03:14.525,286.4211
2024/03/01 10:03:15.434,286.21509999999995
2024/03/01 10:03:16.434,285.9787
2024/03/01 10:03:17.434,285.7565
2024/03/01 10:03:18.434,285.52320000000003
2024/03/01 10:03:19.434,285.29189999999994
2024/03/01 10:03:20.462,285.0515
2024/03/01 10:03:21.525,0.0030000000000000027
2024/03/01 10:03:22.433,0.008099999999999996
2024/03/01 10:03:23.434,0.009099999999999997
2024/03/01 10:03:24.433,0.008099999999999996
2024/03/01 10:03:25.434,0.011099999999999999
2024/03/01 10:03:26.433,0.006099999999999994
2024/03/01 10:03:27.462,0.0121
2024/03/01 10:03:28.513,0.005099999999999993
2024/03/01 10:03:29.434,0.009099999999999997
2024/03/01 10:03:30.433,0.009099999999999997
2024/03/01 10:03:31.433,0.011099999999999999
2024/03/01 10:03:32.433,0.009099999999999997
2024/03/01 10:03:33.434,0
2024/03/01 10:03:34.462,0.0010000000000000009
2024/03/01 10:03:35.526,0.009099999999999997
2024/03/01 10:03:36.434,0.006099999999999994
2024/03/01 10:03:37.434,0.0020000000000000018
2024/03/01 10:03:38.433,0.006099999999999994
2024/03/01 10:03:39.434,0.006099999999999994
2024/03/01 10:03:40.433,0.008099999999999996
2024/03/01 10:03:41.494,0.0040000000000000036
2024/03/01 10:03:42.433,0.009099999999999997
2024/03/01 10:03:43.434,0.007099999999999995
2024/03/01 10:03:44.433,0.0020000000000000018
2024/03/01 10:03:45.434,0.0040000000000000036
2024/03/01 10:03:46.433,0.014100000000000001
2024/03/01 10:03:47.472,0.0030000000000000027
2024/03/01 10:03:48.434,0.011099999999999999
2024/03/01 10:03:49.434,0.009099999999999997
2024/03/01 10:03:50.434,0.010099999999999998
2024/03/01 10:03:51.434,0.006099999999999994
2024/03/01 10:03:52.434,0.0020000000000000018
2024/03/01 10:03:53.461,0.010099999999999998
2024/03/01 10:03:54.523,0.0010000000000000009
2024/03/01 10:03:55.434,0.009099999999999997
2024/03/01 10:03:56.434,0.008099999999999996
2024/03/01 10:03:57.434,0.0020000000000000018
2024/03/01 10:03:58.433,0.005099999999999993
2024/03/01 10:03:59.434,0.011099999999999999
2024/03/01 10:04:00.462,0.008099999999999996
2024/03/01 10:04:01.526,0.0121
2024/03/01 10:04:02.433,0.009099999999999997
2024/03/01 10:04:03.433,0.017199999999999993
2024/03/01 10:04:04.433,0.0040000000000000036
2024/03/01 10:04:05.434,0.010099999999999998
2024/03/01 10:04:06.433,0.007099999999999995
2024/03/01 10:04:07.491,0.009099999999999997
2024/03/01 10:04:08.434,0.0040000000000000036
2024/03/01 10:04:09.433,0.008099999999999996
